value_stream,process_step,step_number,total_steps,step_percentage,cycle_time_hours,exceptions_count,rework_required_pct,data_quality_score,automation_level_pct,primary_system,process_health,optimization_opportunity,gmp_relevant
Initiate to Close (I2C),Project Initiation,1,5,20.0,1.59,3,11.7,0.914,59.7,SAP S/4HANA,Red,System Integration,No
Initiate to Close (I2C),Project Initiation,1,5,20.0,1.32,1,7.1,0.951,86.7,SAP ECC,Yellow,Exception Handling,No
Initiate to Close (I2C),Project Initiation,1,5,20.0,1.08,2,5.7,0.717,24.6,SAP ECC,Green,Automate Manual Steps,No
Initiate to Close (I2C),Project Initiation,1,5,20.0,2.05,2,15.1,0.919,20.6,Legacy System,Green,System Integration,No
Initiate to Close (I2C),Project Initiation,1,5,20.0,5.9,3,28.9,0.883,43.8,SAP ECC,Green,System Integration,No
Initiate to Close (I2C),Project Initiation,1,5,20.0,2.18,3,2.5,0.688,21.5,SAP S/4HANA,Red,Exception Handling,No
Initiate to Close (I2C),Project Initiation,1,5,20.0,29.56,1,33.3,0.824,12.2,SAP ECC,Red,System Integration,No
Initiate to Close (I2C),Project Initiation,1,5,20.0,16.37,1,8.6,0.828,13.0,Legacy System,Yellow,Automate Manual Steps,No
Initiate to Close (I2C),Planning,2,5,40.0,0.89,1,13.9,0.672,77.2,SAP ECC,Yellow,System Integration,No
Initiate to Close (I2C),Planning,2,5,40.0,2.69,0,52.2,0.619,7.1,Cloud Platform,Yellow,Exception Handling,No
Initiate to Close (I2C),Planning,2,5,40.0,21.15,4,6.4,0.546,40.3,SAP ECC,Red,Automate Manual Steps,No
Initiate to Close (I2C),Planning,2,5,40.0,16.39,0,12.1,0.802,92.9,Cloud Platform,Green,System Integration,No
Initiate to Close (I2C),Planning,2,5,40.0,14.79,0,25.4,0.891,92.3,SAP S/4HANA,Green,Process Streamlining,No
Initiate to Close (I2C),Planning,2,5,40.0,0.01,2,30.5,0.978,83.8,Legacy System,Red,Improve Data Quality,No
Initiate to Close (I2C),Planning,2,5,40.0,16.72,1,17.7,0.809,68.2,Legacy System,Green,Exception Handling,No
Initiate to Close (I2C),Planning,2,5,40.0,2.85,3,16.3,0.689,4.8,SAP ECC,Red,System Integration,No
Initiate to Close (I2C),Planning,2,5,40.0,4.24,3,19.5,0.849,65.3,SAP S/4HANA,Green,Improve Data Quality,No
Initiate to Close (I2C),Planning,2,5,40.0,1.84,0,16.7,0.871,94.2,SAP S/4HANA,Yellow,System Integration,No
Initiate to Close (I2C),Planning,2,5,40.0,0.09,4,34.3,0.848,15.5,Cloud Platform,Yellow,Process Streamlining,No
Initiate to Close (I2C),Planning,2,5,40.0,6.13,1,19.1,0.98,42.7,SAP ECC,Green,Exception Handling,No
Initiate to Close (I2C),Planning,2,5,40.0,7.88,3,16.5,0.804,11.5,Cloud Platform,Red,Automate Manual Steps,No
Initiate to Close (I2C),Planning,2,5,40.0,0.65,1,4.0,0.746,73.4,SAP ECC,Green,Process Streamlining,No
Initiate to Close (I2C),Planning,2,5,40.0,1.69,1,15.5,0.824,80.1,SAP S/4HANA,Red,Process Streamlining,No
Initiate to Close (I2C),Execution,3,5,60.0,2.32,1,3.7,0.977,94.7,SAP ECC,Green,Improve Data Quality,No
Initiate to Close (I2C),Execution,3,5,60.0,36.38,0,42.1,0.734,29.2,SAP ECC,Yellow,Process Streamlining,No
Initiate to Close (I2C),Execution,3,5,60.0,0.34,1,32.7,0.484,95.4,SAP S/4HANA,Red,Improve Data Quality,No
Initiate to Close (I2C),Execution,3,5,60.0,1.84,2,20.7,0.859,58.7,SAP S/4HANA,Red,Automate Manual Steps,No
Initiate to Close (I2C),Execution,3,5,60.0,8.68,2,11.4,0.968,79.4,SAP ECC,Yellow,Process Streamlining,No
Initiate to Close (I2C),Execution,3,5,60.0,2.42,4,31.4,0.855,1.4,SAP ECC,Green,Automate Manual Steps,No
Initiate to Close (I2C),Execution,3,5,60.0,26.45,2,7.6,0.785,12.8,SAP S/4HANA,Green,Improve Data Quality,No
Initiate to Close (I2C),Execution,3,5,60.0,1.26,3,7.4,0.513,19.9,Cloud Platform,Red,System Integration,No
Initiate to Close (I2C),Execution,3,5,60.0,4.05,0,26.3,0.985,14.7,SAP ECC,Red,Process Streamlining,No
Initiate to Close (I2C),Execution,3,5,60.0,4.27,2,26.5,0.928,12.2,Cloud Platform,Green,Automate Manual Steps,No
Initiate to Close (I2C),Execution,3,5,60.0,2.64,4,20.0,0.935,96.7,Cloud Platform,Green,Automate Manual Steps,No
Initiate to Close (I2C),Execution,3,5,60.0,9.97,5,20.6,0.946,73.9,SAP S/4HANA,Yellow,Improve Data Quality,No
Initiate to Close (I2C),Execution,3,5,60.0,7.71,5,25.1,0.913,18.7,SAP S/4HANA,Yellow,Improve Data Quality,No
Initiate to Close (I2C),Execution,3,5,60.0,3.67,2,24.7,0.703,81.8,SAP S/4HANA,Green,Process Streamlining,No
Initiate to Close (I2C),Execution,3,5,60.0,7.74,1,7.3,0.729,45.9,SAP S/4HANA,Green,System Integration,No
Initiate to Close (I2C),Monitoring,4,5,80.0,0.62,1,46.4,0.745,2.8,SAP ECC,Green,Improve Data Quality,No
Initiate to Close (I2C),Monitoring,4,5,80.0,0.62,0,39.7,0.704,32.0,Cloud Platform,Yellow,System Integration,No
Initiate to Close (I2C),Monitoring,4,5,80.0,9.09,2,30.8,0.796,71.2,SAP S/4HANA,Green,Exception Handling,No
Initiate to Close (I2C),Monitoring,4,5,80.0,15.8,1,11.8,0.76,76.2,Legacy System,Green,Improve Data Quality,No
Initiate to Close (I2C),Monitoring,4,5,80.0,2.86,3,26.8,0.595,52.5,SAP S/4HANA,Red,System Integration,No
Initiate to Close (I2C),Monitoring,4,5,80.0,2.07,7,45.2,0.738,95.0,Cloud Platform,Yellow,System Integration,No
Initiate to Close (I2C),Monitoring,4,5,80.0,0.97,3,11.4,0.88,27.3,SAP S/4HANA,Green,Automate Manual Steps,No
Initiate to Close (I2C),Monitoring,4,5,80.0,0.45,1,8.8,0.699,31.8,Cloud Platform,Red,Process Streamlining,No
Initiate to Close (I2C),Monitoring,4,5,80.0,3.49,2,26.7,0.853,37.0,Legacy System,Red,Improve Data Quality,No
Initiate to Close (I2C),Monitoring,4,5,80.0,2.38,4,8.1,0.69,21.9,SAP ECC,Green,Automate Manual Steps,No
Initiate to Close (I2C),Monitoring,4,5,80.0,0.82,2,9.5,0.869,47.5,Legacy System,Yellow,Improve Data Quality,No
Initiate to Close (I2C),Monitoring,4,5,80.0,5.32,1,23.9,0.876,54.9,SAP ECC,Green,Exception Handling,No
Initiate to Close (I2C),Monitoring,4,5,80.0,7.09,2,24.1,0.818,86.4,SAP S/4HANA,Yellow,Exception Handling,No
Initiate to Close (I2C),Monitoring,4,5,80.0,13.94,2,22.2,0.919,71.2,Legacy System,Green,Automate Manual Steps,No
Initiate to Close (I2C),Monitoring,4,5,80.0,1.06,0,9.0,0.718,12.1,SAP S/4HANA,Green,Automate Manual Steps,No
Initiate to Close (I2C),Closure,5,5,100.0,10.39,4,41.0,0.738,57.3,SAP ECC,Green,Improve Data Quality,No
Initiate to Close (I2C),Closure,5,5,100.0,9.79,2,21.7,0.936,62.5,Cloud Platform,Yellow,Improve Data Quality,No
Initiate to Close (I2C),Closure,5,5,100.0,14.51,0,48.3,0.786,96.3,SAP S/4HANA,Green,Exception Handling,No
Initiate to Close (I2C),Closure,5,5,100.0,2.33,1,18.4,0.805,50.9,SAP ECC,Green,System Integration,No
Initiate to Close (I2C),Closure,5,5,100.0,0.52,1,21.6,0.451,12.8,Legacy System,Green,Automate Manual Steps,No
Initiate to Close (I2C),Closure,5,5,100.0,17.42,4,27.1,0.939,8.0,Legacy System,Green,System Integration,No
Initiate to Close (I2C),Closure,5,5,100.0,4.93,3,36.6,0.925,22.2,SAP S/4HANA,Red,System Integration,No
Initiate to Close (I2C),Closure,5,5,100.0,5.42,0,12.7,0.932,82.4,Legacy System,Yellow,Improve Data Quality,No
Initiate to Close (I2C),Closure,5,5,100.0,5.4,7,28.5,0.822,12.4,SAP S/4HANA,Red,Exception Handling,No
Initiate to Close (I2C),Closure,5,5,100.0,13.23,1,4.8,0.699,30.2,SAP S/4HANA,Yellow,Improve Data Quality,No
Initiate to Close (I2C),Closure,5,5,100.0,0.14,0,32.8,0.82,13.7,SAP ECC,Yellow,Improve Data Quality,No
Initiate to Close (I2C),Closure,5,5,100.0,0.77,1,33.5,0.945,70.9,Legacy System,Yellow,System Integration,No
Initiate to Close (I2C),Closure,5,5,100.0,14.27,1,31.6,0.628,18.7,Cloud Platform,Green,Exception Handling,No
Initiate to Close (I2C),Closure,5,5,100.0,0.82,2,4.0,0.664,6.1,SAP S/4HANA,Red,Process Streamlining,No
Initiate to Close (I2C),Closure,5,5,100.0,3.72,3,19.5,0.936,44.9,SAP ECC,Yellow,Process Streamlining,No
