compliance_check,audit_schedule,last_audit_days_ago,days_to_next_audit,compliance_status,last_audit_findings,open_findings,finding_closure_rate_pct,regulatory_authority,risk_level,estimated_remediation_days,gxp_impact_area,transformation_dependency
Supplier Qualification & Re-qualification,Monthly,155,22,Due Soon,0,1,-300.0,PMDA,High,28,Process,Data Governance
Supplier Qualification & Re-qualification,Semi-Annual,137,134,Compliant,0,1,-300.0,PMDA,Low,16,Process,None
Supplier Qualification & Re-qualification,Annual,178,27,Due Soon,7,0,100.0,Multiple,High,0,Process,Process Automation
Supplier Qualification & Re-qualification,Quarterly,105,10,Due Soon,0,0,100.0,EMA,High,0,Process,System Upgrade
Supplier Qualification & Re-qualification,Quarterly,108,70,Compliant,2,3,42.9,FDA,Low,8,Data Integrity,System Upgrade
Supplier Qualification & Re-qualification,Annual,358,120,Compliant,7,2,88.7,Multiple,Low,9,All,eBR Implementation
Supplier Qualification & Re-qualification,Annual,18,255,Compliant,0,0,100.0,PMDA,Low,0,Data Integrity,None
Supplier Qualification & Re-qualification,Monthly,44,9,Due Soon,0,0,100.0,FDA,High,0,Data Integrity,None
Supplier Qualification & Re-qualification,Monthly,10,15,Due Soon,0,0,100.0,Multiple,High,0,All,Process Automation
Supplier Qualification & Re-qualification,Annual,106,114,Compliant,1,1,63.6,Multiple,Low,2,Quality,Process Automation
Supplier Qualification & Re-qualification,Continuous,339,0,Due Soon,3,1,87.1,PMDA,High,11,Manufacturing,None
Environmental Monitoring Program,Quarterly,312,3,Due Soon,3,1,87.1,PMDA,High,27,Data Integrity,None
Environmental Monitoring Program,Semi-Annual,175,7,Due Soon,0,0,100.0,Multiple,High,0,All,eBR Implementation
Environmental Monitoring Program,Annual,199,283,Compliant,0,1,-300.0,PMDA,Low,5,Process,Process Automation
Environmental Monitoring Program,Monthly,291,18,Due Soon,2,0,100.0,PMDA,High,0,Quality,Process Automation
Environmental Monitoring Program,Monthly,122,23,Due Soon,3,1,87.1,EMA,High,3,Manufacturing,Data Governance
Environmental Monitoring Program,Quarterly,128,10,Due Soon,1,3,-9.1,PMDA,High,14,Data Integrity,None
Environmental Monitoring Program,Monthly,316,1,Due Soon,0,3,-1100.0,PMDA,High,0,Data Integrity,Data Governance
Environmental Monitoring Program,Quarterly,312,83,Compliant,1,0,100.0,FDA,Low,0,Manufacturing,Data Governance
Environmental Monitoring Program,Continuous,136,5,Due Soon,7,0,100.0,EMA,High,0,All,Process Automation
Environmental Monitoring Program,Annual,5,225,Compliant,0,3,-1100.0,Multiple,Low,8,Manufacturing,Data Governance
Environmental Monitoring Program,Monthly,285,20,Due Soon,4,0,100.0,EMA,High,0,All,eBR Implementation
Environmental Monitoring Program,Continuous,142,1,Due Soon,1,6,-118.2,PMDA,High,8,Manufacturing,Process Automation
Environmental Monitoring Program,Semi-Annual,142,66,Compliant,5,4,68.6,PMDA,Low,11,All,System Upgrade
Environmental Monitoring Program,Semi-Annual,90,161,Compliant,1,0,100.0,EMA,Low,0,Process,eBR Implementation
Environmental Monitoring Program,Semi-Annual,336,29,Due Soon,0,0,100.0,FDA,High,0,Quality,None
Environmental Monitoring Program,Monthly,163,18,Due Soon,7,0,100.0,FDA,High,0,Process,System Upgrade
Environmental Monitoring Program,Annual,133,365,Compliant,7,2,88.7,PMDA,Low,41,Manufacturing,Data Governance
Environmental Monitoring Program,Continuous,308,0,Due Soon,8,1,95.1,EMA,High,20,Data Integrity,eBR Implementation
Environmental Monitoring Program,Annual,228,259,Compliant,4,1,90.2,FDA,Low,12,Process,eBR Implementation
Environmental Monitoring Program,Semi-Annual,167,52,Scheduled,3,0,100.0,PMDA,Medium,0,All,eBR Implementation
Environmental Monitoring Program,Monthly,145,28,Due Soon,1,0,100.0,EMA,High,0,Manufacturing,Data Governance
Environmental Monitoring Program,Continuous,172,5,Due Soon,0,0,100.0,Multiple,High,0,Data Integrity,Process Automation
Environmental Monitoring Program,Quarterly,16,79,Compliant,6,1,93.4,EMA,Low,0,Data Integrity,eBR Implementation
Environmental Monitoring Program,Quarterly,303,19,Due Soon,5,4,68.6,FDA,High,17,Manufacturing,None
Environmental Monitoring Program,Semi-Annual,262,80,Compliant,3,0,100.0,PMDA,Low,0,Quality,Process Automation
Environmental Monitoring Program,Continuous,337,0,Due Soon,1,1,63.6,EMA,High,0,All,eBR Implementation
Environmental Monitoring Program,Annual,290,114,Compliant,0,4,-1500.0,Multiple,Low,12,Process,eBR Implementation
Environmental Monitoring Program,Continuous,311,0,Due Soon,0,0,100.0,Multiple,High,0,Process,None
Environmental Monitoring Program,Monthly,138,10,Due Soon,1,0,100.0,EMA,High,0,Process,Data Governance
Environmental Monitoring Program,Semi-Annual,125,84,Compliant,4,0,100.0,PMDA,Low,0,Quality,Process Automation
Environmental Monitoring Program,Quarterly,355,14,Due Soon,4,2,80.5,EMA,High,10,All,Process Automation
Environmental Monitoring Program,Quarterly,181,10,Due Soon,4,0,100.0,FDA,High,0,Data Integrity,Process Automation
Environmental Monitoring Program,Continuous,230,3,Due Soon,2,1,81.0,Multiple,High,10,Quality,None
Environmental Monitoring Program,Semi-Annual,126,137,Compliant,0,0,100.0,Multiple,Low,0,Process,System Upgrade
Environmental Monitoring Program,Continuous,147,4,Due Soon,1,1,63.6,PMDA,High,14,Data Integrity,eBR Implementation
Environmental Monitoring Program,Annual,216,209,Compliant,2,2,61.9,EMA,Low,1,Process,Process Automation
Environmental Monitoring Program,Semi-Annual,233,46,Scheduled,6,1,93.4,FDA,Medium,0,Quality,eBR Implementation
Environmental Monitoring Program,Monthly,284,8,Due Soon,3,1,87.1,Multiple,High,2,Manufacturing,System Upgrade
Environmental Monitoring Program,Annual,13,220,Compliant,4,4,61.0,EMA,Low,3,Manufacturing,System Upgrade
Environmental Monitoring Program,Continuous,217,6,Due Soon,2,0,100.0,PMDA,High,0,Quality,Process Automation
Environmental Monitoring Program,Continuous,365,3,Due Soon,7,0,100.0,PMDA,High,0,Manufacturing,Data Governance
Environmental Monitoring Program,Quarterly,312,75,Compliant,0,0,100.0,FDA,Low,0,Manufacturing,eBR Implementation
Environmental Monitoring Program,Quarterly,210,57,Scheduled,0,0,100.0,Multiple,Medium,0,All,Data Governance
Environmental Monitoring Program,Monthly,69,22,Due Soon,0,0,100.0,EMA,High,0,Process,None
Environmental Monitoring Program,Annual,4,77,Compliant,0,3,-1100.0,PMDA,Low,26,All,Process Automation
Environmental Monitoring Program,Quarterly,91,56,Scheduled,1,1,63.6,PMDA,Medium,11,Manufacturing,System Upgrade
Environmental Monitoring Program,Quarterly,175,63,Compliant,1,0,100.0,FDA,Low,0,Process,None
Environmental Monitoring Program,Continuous,147,6,Due Soon,3,0,100.0,PMDA,High,0,All,Data Governance
Environmental Monitoring Program,Semi-Annual,22,36,Scheduled,2,1,81.0,EMA,Medium,7,All,None
Environmental Monitoring Program,Quarterly,316,73,Compliant,5,1,92.2,PMDA,Low,32,Manufacturing,Data Governance
Environmental Monitoring Program,Quarterly,61,21,Due Soon,4,0,100.0,PMDA,High,0,Data Integrity,Process Automation
Environmental Monitoring Program,Monthly,87,7,Due Soon,4,1,90.2,PMDA,High,10,Data Integrity,None
Environmental Monitoring Program,Annual,342,118,Compliant,1,0,100.0,PMDA,Low,0,Quality,eBR Implementation
Environmental Monitoring Program,Semi-Annual,261,141,Compliant,9,2,91.2,EMA,Low,6,Manufacturing,None
Environmental Monitoring Program,Annual,276,276,Compliant,0,2,-700.0,EMA,Low,5,Manufacturing,Process Automation
Environmental Monitoring Program,Annual,105,189,Compliant,1,1,63.6,PMDA,Low,14,Process,Process Automation
Environmental Monitoring Program,Monthly,65,16,Due Soon,0,2,-700.0,Multiple,High,13,Data Integrity,eBR Implementation
Environmental Monitoring Program,Annual,222,227,Compliant,2,0,100.0,Multiple,Low,0,Data Integrity,eBR Implementation
Environmental Monitoring Program,Semi-Annual,343,71,Compliant,0,0,100.0,FDA,Low,0,Data Integrity,eBR Implementation
Environmental Monitoring Program,Semi-Annual,168,19,Due Soon,0,0,100.0,EMA,High,0,Process,Data Governance
Environmental Monitoring Program,Quarterly,323,58,Scheduled,1,0,100.0,FDA,Medium,0,Data Integrity,eBR Implementation
Environmental Monitoring Program,Monthly,362,3,Due Soon,1,0,100.0,PMDA,High,0,Quality,None
Environmental Monitoring Program,Annual,322,324,Compliant,1,1,63.6,FDA,Low,6,Quality,System Upgrade
Environmental Monitoring Program,Continuous,113,6,Due Soon,0,0,100.0,EMA,High,0,Data Integrity,Process Automation
Environmental Monitoring Program,Semi-Annual,96,124,Compliant,3,0,100.0,Multiple,Low,0,Data Integrity,System Upgrade
Environmental Monitoring Program,Semi-Annual,46,162,Compliant,7,1,94.4,EMA,Low,3,Manufacturing,Process Automation
Environmental Monitoring Program,Annual,286,251,Compliant,2,1,81.0,EMA,Low,2,Quality,eBR Implementation
Environmental Monitoring Program,Monthly,135,22,Due Soon,0,1,-300.0,Multiple,High,25,Process,System Upgrade
Environmental Monitoring Program,Quarterly,272,61,Compliant,1,0,100.0,EMA,Low,0,Data Integrity,System Upgrade
Environmental Monitoring Program,Quarterly,249,85,Compliant,0,1,-300.0,Multiple,Low,13,All,None
Environmental Monitoring Program,Quarterly,247,69,Compliant,1,2,27.3,PMDA,Low,3,Manufacturing,System Upgrade
Environmental Monitoring Program,Annual,215,147,Compliant,3,0,100.0,Multiple,Low,0,Data Integrity,System Upgrade
Environmental Monitoring Program,Monthly,91,3,Due Soon,4,2,80.5,Multiple,High,15,Data Integrity,eBR Implementation
Environmental Monitoring Program,Quarterly,204,89,Compliant,0,1,-300.0,EMA,Low,7,All,Process Automation
Environmental Monitoring Program,Continuous,352,6,Due Soon,12,0,100.0,EMA,High,0,Manufacturing,Data Governance
Environmental Monitoring Program,Quarterly,111,64,Compliant,4,0,100.0,Multiple,Low,0,Manufacturing,None
Environmental Monitoring Program,Quarterly,346,33,Scheduled,1,0,100.0,PMDA,Medium,0,All,Process Automation
Environmental Monitoring Program,Monthly,205,13,Due Soon,0,0,100.0,PMDA,High,0,Manufacturing,Data Governance
Environmental Monitoring Program,Monthly,113,23,Due Soon,0,0,100.0,PMDA,High,0,Manufacturing,Data Governance
Environmental Monitoring Program,Monthly,114,13,Due Soon,4,0,100.0,EMA,High,0,Process,System Upgrade
Environmental Monitoring Program,Annual,313,314,Compliant,4,1,90.2,PMDA,Low,17,Quality,None
Environmental Monitoring Program,Continuous,11,0,Due Soon,2,0,100.0,Multiple,High,0,Manufacturing,Data Governance
Environmental Monitoring Program,Quarterly,33,70,Compliant,2,1,81.0,FDA,Low,9,Process,System Upgrade
Environmental Monitoring Program,Quarterly,102,68,Compliant,4,1,90.2,EMA,Low,5,Process,Process Automation
Environmental Monitoring Program,Semi-Annual,83,74,Compliant,5,1,92.2,PMDA,Low,1,Data Integrity,Process Automation
Environmental Monitoring Program,Semi-Annual,128,141,Compliant,2,1,81.0,FDA,Low,8,Manufacturing,eBR Implementation
Environmental Monitoring Program,Continuous,257,1,Due Soon,8,0,100.0,Multiple,High,0,All,eBR Implementation
Environmental Monitoring Program,Semi-Annual,155,72,Compliant,3,2,74.2,FDA,Low,12,Quality,System Upgrade
Environmental Monitoring Program,Annual,64,139,Compliant,1,0,100.0,Multiple,Low,0,All,System Upgrade
Environmental Monitoring Program,Quarterly,40,10,Due Soon,2,0,100.0,FDA,High,0,Process,Process Automation
Environmental Monitoring Program,Annual,278,7,Due Soon,6,0,100.0,EMA,High,0,Manufacturing,None
Environmental Monitoring Program,Monthly,311,6,Due Soon,3,0,100.0,PMDA,High,0,Data Integrity,Process Automation
Environmental Monitoring Program,Continuous,155,0,Due Soon,2,1,81.0,PMDA,High,1,All,System Upgrade
Environmental Monitoring Program,Annual,336,135,Compliant,3,0,100.0,Multiple,Low,0,All,Data Governance
Environmental Monitoring Program,Monthly,114,2,Due Soon,2,1,81.0,Multiple,High,3,Process,Data Governance
Environmental Monitoring Program,Monthly,360,9,Due Soon,0,1,-300.0,EMA,High,4,All,eBR Implementation
Environmental Monitoring Program,Monthly,202,23,Due Soon,0,2,-700.0,PMDA,High,2,Process,eBR Implementation
Environmental Monitoring Program,Monthly,296,7,Due Soon,4,1,90.2,FDA,High,2,All,System Upgrade
Environmental Monitoring Program,Monthly,245,11,Due Soon,0,1,-300.0,FDA,High,0,Data Integrity,Data Governance
Environmental Monitoring Program,Semi-Annual,43,161,Compliant,0,1,-300.0,FDA,Low,7,Process,System Upgrade
Computer System Validation (CSV),Semi-Annual,304,125,Compliant,1,1,63.6,EMA,Low,8,Manufacturing,System Upgrade
Computer System Validation (CSV),Monthly,243,19,Due Soon,2,1,81.0,EMA,High,28,Manufacturing,Process Automation
Computer System Validation (CSV),Quarterly,160,52,Scheduled,1,0,100.0,PMDA,Medium,0,Quality,eBR Implementation
Computer System Validation (CSV),Quarterly,290,88,Compliant,0,0,100.0,Multiple,Low,0,Manufacturing,Data Governance
Computer System Validation (CSV),Semi-Annual,251,143,Compliant,0,0,100.0,Multiple,Low,0,Data Integrity,System Upgrade
Computer System Validation (CSV),Quarterly,363,59,Scheduled,2,0,100.0,Multiple,Medium,0,Process,None
Computer System Validation (CSV),Annual,218,53,Scheduled,3,0,100.0,FDA,Medium,0,All,System Upgrade
Computer System Validation (CSV),Annual,267,82,Compliant,9,1,95.6,FDA,Low,14,Quality,System Upgrade
Computer System Validation (CSV),Monthly,59,27,Due Soon,5,3,76.5,FDA,High,7,All,Process Automation
Computer System Validation (CSV),Semi-Annual,269,160,Compliant,1,1,63.6,Multiple,Low,5,Quality,None
Computer System Validation (CSV),Monthly,5,12,Due Soon,0,0,100.0,PMDA,High,0,Manufacturing,Process Automation
Computer System Validation (CSV),Quarterly,139,86,Compliant,0,0,100.0,PMDA,Low,0,Process,Data Governance
Computer System Validation (CSV),Continuous,73,2,Due Soon,0,0,100.0,PMDA,High,0,Process,System Upgrade
Computer System Validation (CSV),Continuous,266,5,Due Soon,0,0,100.0,PMDA,High,0,All,Process Automation
Computer System Validation (CSV),Semi-Annual,70,84,Compliant,4,0,100.0,EMA,Low,0,Process,Process Automation
Computer System Validation (CSV),Annual,214,162,Compliant,9,0,100.0,EMA,Low,0,Quality,Process Automation
Computer System Validation (CSV),Annual,160,2,Due Soon,5,0,100.0,EMA,High,0,Quality,eBR Implementation
Computer System Validation (CSV),Continuous,170,7,Due Soon,8,0,100.0,FDA,High,0,Manufacturing,None
Computer System Validation (CSV),Monthly,81,19,Due Soon,4,0,100.0,FDA,High,0,Data Integrity,None
Computer System Validation (CSV),Semi-Annual,322,88,Compliant,2,0,100.0,FDA,Low,0,Quality,Data Governance
Computer System Validation (CSV),Quarterly,300,54,Scheduled,3,1,87.1,PMDA,Medium,25,Data Integrity,None
Computer System Validation (CSV),Monthly,131,29,Due Soon,2,0,100.0,EMA,High,0,Manufacturing,None
Computer System Validation (CSV),Semi-Annual,111,26,Due Soon,0,1,-300.0,PMDA,High,1,Quality,Data Governance
Computer System Validation (CSV),Continuous,65,1,Due Soon,5,0,100.0,Multiple,High,0,Data Integrity,None
Computer System Validation (CSV),Continuous,316,4,Due Soon,2,1,81.0,Multiple,High,4,Quality,System Upgrade
Computer System Validation (CSV),Annual,111,118,Compliant,3,0,100.0,FDA,Low,0,Process,System Upgrade
Computer System Validation (CSV),Semi-Annual,244,42,Scheduled,0,4,-1500.0,FDA,Medium,3,Data Integrity,eBR Implementation
Computer System Validation (CSV),Annual,262,70,Compliant,3,1,87.1,Multiple,Low,11,All,Process Automation
Computer System Validation (CSV),Quarterly,257,38,Scheduled,0,1,-300.0,FDA,Medium,4,Quality,None
Computer System Validation (CSV),Monthly,198,12,Due Soon,1,5,-81.8,Multiple,High,1,Data Integrity,Data Governance
Computer System Validation (CSV),Continuous,272,5,Due Soon,4,0,100.0,FDA,High,0,Process,System Upgrade
Computer System Validation (CSV),Semi-Annual,143,162,Compliant,1,0,100.0,EMA,Low,0,All,None
Computer System Validation (CSV),Monthly,356,15,Due Soon,1,0,100.0,PMDA,High,0,Manufacturing,None
Computer System Validation (CSV),Monthly,179,20,Due Soon,0,1,-300.0,EMA,High,0,Manufacturing,Data Governance
Computer System Validation (CSV),Monthly,344,24,Due Soon,1,0,100.0,PMDA,High,0,All,System Upgrade
Computer System Validation (CSV),Continuous,196,3,Due Soon,4,0,100.0,PMDA,High,0,Quality,eBR Implementation
Computer System Validation (CSV),Semi-Annual,185,113,Compliant,8,0,100.0,EMA,Low,0,Manufacturing,None
Computer System Validation (CSV),Quarterly,49,42,Scheduled,1,0,100.0,PMDA,Medium,0,Data Integrity,None
Computer System Validation (CSV),Annual,140,310,Compliant,1,2,27.3,FDA,Low,6,Data Integrity,Process Automation
Computer System Validation (CSV),Monthly,357,1,Due Soon,0,0,100.0,PMDA,High,0,Data Integrity,eBR Implementation
Computer System Validation (CSV),Continuous,242,0,Due Soon,0,4,-1500.0,Multiple,High,18,All,System Upgrade
Computer System Validation (CSV),Monthly,332,23,Due Soon,1,0,100.0,FDA,High,0,Manufacturing,Data Governance
Computer System Validation (CSV),Annual,79,313,Compliant,6,1,93.4,EMA,Low,21,Quality,eBR Implementation
Computer System Validation (CSV),Monthly,62,26,Due Soon,2,0,100.0,FDA,High,0,All,eBR Implementation
Computer System Validation (CSV),Quarterly,279,12,Due Soon,3,1,87.1,PMDA,High,11,Quality,None
Computer System Validation (CSV),Annual,345,170,Compliant,0,1,-300.0,PMDA,Low,4,Quality,None
Computer System Validation (CSV),Quarterly,8,66,Compliant,1,1,63.6,Multiple,Low,8,All,eBR Implementation
Computer System Validation (CSV),Annual,257,98,Compliant,3,5,35.5,EMA,Low,12,Data Integrity,eBR Implementation
Computer System Validation (CSV),Semi-Annual,23,113,Compliant,3,1,87.1,PMDA,Low,5,Process,System Upgrade
Computer System Validation (CSV),Continuous,89,6,Due Soon,5,0,100.0,FDA,High,0,Data Integrity,Data Governance
Computer System Validation (CSV),Continuous,61,5,Due Soon,3,0,100.0,PMDA,High,0,All,None
Computer System Validation (CSV),Annual,238,289,Compliant,0,0,100.0,FDA,Low,0,Manufacturing,eBR Implementation
Computer System Validation (CSV),Semi-Annual,96,22,Due Soon,3,0,100.0,PMDA,High,0,Process,eBR Implementation
Computer System Validation (CSV),Semi-Annual,112,2,Due Soon,0,1,-300.0,PMDA,High,0,All,eBR Implementation
Computer System Validation (CSV),Semi-Annual,349,78,Compliant,0,0,100.0,EMA,Low,0,Quality,Data Governance
Computer System Validation (CSV),Annual,362,194,Compliant,3,1,87.1,PMDA,Low,19,Quality,Data Governance
Computer System Validation (CSV),Semi-Annual,162,144,Compliant,1,0,100.0,Multiple,Low,0,Quality,System Upgrade
Computer System Validation (CSV),Quarterly,91,25,Due Soon,0,4,-1500.0,PMDA,High,6,Data Integrity,Process Automation
Computer System Validation (CSV),Quarterly,251,11,Due Soon,2,3,42.9,PMDA,High,3,Process,Data Governance
Computer System Validation (CSV),Quarterly,268,82,Compliant,1,1,63.6,Multiple,Low,15,Quality,eBR Implementation
Computer System Validation (CSV),Continuous,80,6,Due Soon,3,2,74.2,EMA,High,8,All,Data Governance
Computer System Validation (CSV),Quarterly,176,26,Due Soon,5,1,92.2,PMDA,High,2,Manufacturing,None
Computer System Validation (CSV),Semi-Annual,112,66,Compliant,2,1,81.0,Multiple,Low,10,Data Integrity,eBR Implementation
Computer System Validation (CSV),Annual,338,264,Compliant,0,0,100.0,EMA,Low,0,All,System Upgrade
Computer System Validation (CSV),Monthly,166,18,Due Soon,0,6,-2300.0,PMDA,High,2,Process,Process Automation
Computer System Validation (CSV),Continuous,166,0,Due Soon,1,1,63.6,FDA,High,21,Data Integrity,eBR Implementation
Computer System Validation (CSV),Semi-Annual,244,107,Compliant,4,3,70.7,PMDA,Low,9,Data Integrity,eBR Implementation
Computer System Validation (CSV),Semi-Annual,157,91,Compliant,6,0,100.0,EMA,Low,0,All,None
Computer System Validation (CSV),Semi-Annual,225,5,Due Soon,1,2,27.3,Multiple,High,3,Process,None
Computer System Validation (CSV),Monthly,205,23,Due Soon,6,0,100.0,Multiple,High,0,Quality,Data Governance
Computer System Validation (CSV),Quarterly,173,76,Compliant,1,0,100.0,Multiple,Low,0,All,Data Governance
Computer System Validation (CSV),Annual,260,119,Compliant,2,0,100.0,FDA,Low,0,All,Process Automation
Computer System Validation (CSV),Quarterly,206,73,Compliant,0,3,-1100.0,FDA,Low,26,Quality,None
Computer System Validation (CSV),Semi-Annual,306,76,Compliant,0,1,-300.0,EMA,Low,7,Process,System Upgrade
Computer System Validation (CSV),Semi-Annual,171,169,Compliant,1,1,63.6,FDA,Low,6,Manufacturing,Data Governance
Computer System Validation (CSV),Semi-Annual,235,88,Compliant,2,2,61.9,Multiple,Low,7,Quality,Process Automation
Computer System Validation (CSV),Annual,76,337,Compliant,1,1,63.6,EMA,Low,10,Quality,Data Governance
Computer System Validation (CSV),Quarterly,95,10,Due Soon,3,1,87.1,EMA,High,10,Quality,Process Automation
Computer System Validation (CSV),Annual,79,125,Compliant,1,0,100.0,PMDA,Low,0,Manufacturing,Process Automation
Computer System Validation (CSV),Semi-Annual,52,88,Compliant,3,2,74.2,Multiple,Low,5,Process,Process Automation
Computer System Validation (CSV),Semi-Annual,343,120,Compliant,1,1,63.6,Multiple,Low,2,All,System Upgrade
Computer System Validation (CSV),Annual,66,198,Compliant,0,0,100.0,PMDA,Low,0,Quality,Process Automation
Computer System Validation (CSV),Quarterly,346,36,Scheduled,0,0,100.0,Multiple,Medium,0,Process,Process Automation
Computer System Validation (CSV),Continuous,178,1,Due Soon,1,2,27.3,Multiple,High,4,Process,eBR Implementation
Computer System Validation (CSV),Semi-Annual,92,155,Compliant,3,1,87.1,EMA,Low,6,Data Integrity,Data Governance
Computer System Validation (CSV),Quarterly,1,64,Compliant,0,1,-300.0,Multiple,Low,0,Manufacturing,System Upgrade
Computer System Validation (CSV),Semi-Annual,97,127,Compliant,0,0,100.0,FDA,Low,0,Quality,Data Governance
Computer System Validation (CSV),Monthly,174,2,Due Soon,0,2,-700.0,Multiple,High,11,Quality,Process Automation
Computer System Validation (CSV),Semi-Annual,160,72,Compliant,1,5,-81.8,Multiple,Low,2,All,eBR Implementation
Computer System Validation (CSV),Quarterly,92,53,Scheduled,2,2,61.9,EMA,Medium,16,All,None
Computer System Validation (CSV),Annual,43,238,Compliant,0,1,-300.0,PMDA,Low,2,Manufacturing,Process Automation
Computer System Validation (CSV),Annual,164,82,Compliant,1,1,63.6,EMA,Low,15,Process,None
Computer System Validation (CSV),Monthly,233,21,Due Soon,0,0,100.0,FDA,High,0,All,Process Automation
Computer System Validation (CSV),Monthly,28,24,Due Soon,0,0,100.0,PMDA,High,0,All,Data Governance
Computer System Validation (CSV),Annual,231,309,Compliant,0,3,-1100.0,PMDA,Low,3,All,Data Governance
Computer System Validation (CSV),Continuous,58,5,Due Soon,0,1,-300.0,EMA,High,15,All,None
Computer System Validation (CSV),Monthly,346,27,Due Soon,4,1,90.2,FDA,High,0,Quality,eBR Implementation
Computer System Validation (CSV),Quarterly,303,90,Compliant,4,1,90.2,PMDA,Low,10,Quality,None
Computer System Validation (CSV),Continuous,223,7,Due Soon,9,2,91.2,FDA,High,17,All,Data Governance
Computer System Validation (CSV),Annual,251,62,Compliant,0,0,100.0,Multiple,Low,0,Data Integrity,eBR Implementation
21 CFR Part 11 - Electronic Records Compliance,Continuous,130,5,Due Soon,8,1,95.1,Multiple,High,1,Data Integrity,Data Governance
21 CFR Part 11 - Electronic Records Compliance,Annual,137,277,Compliant,3,0,100.0,EMA,Low,0,Data Integrity,Data Governance
21 CFR Part 11 - Electronic Records Compliance,Monthly,229,0,Due Soon,4,3,70.7,PMDA,High,5,Data Integrity,eBR Implementation
21 CFR Part 11 - Electronic Records Compliance,Continuous,183,1,Due Soon,1,0,100.0,FDA,High,0,Process,Process Automation
21 CFR Part 11 - Electronic Records Compliance,Semi-Annual,44,44,Scheduled,6,1,93.4,FDA,Medium,8,Quality,System Upgrade
21 CFR Part 11 - Electronic Records Compliance,Monthly,141,13,Due Soon,3,0,100.0,PMDA,High,0,All,None
21 CFR Part 11 - Electronic Records Compliance,Semi-Annual,292,134,Compliant,1,2,27.3,Multiple,Low,42,Manufacturing,eBR Implementation
21 CFR Part 11 - Electronic Records Compliance,Quarterly,20,47,Scheduled,0,0,100.0,EMA,Medium,0,Process,eBR Implementation
21 CFR Part 11 - Electronic Records Compliance,Monthly,41,16,Due Soon,1,1,63.6,PMDA,High,4,Data Integrity,Process Automation
21 CFR Part 11 - Electronic Records Compliance,Monthly,95,0,Due Soon,23,0,100.0,PMDA,High,0,Manufacturing,Process Automation
21 CFR Part 11 - Electronic Records Compliance,Annual,293,98,Compliant,0,0,100.0,PMDA,Low,0,Data Integrity,None
21 CFR Part 11 - Electronic Records Compliance,Continuous,356,3,Due Soon,6,0,100.0,FDA,High,0,Data Integrity,None
21 CFR Part 11 - Electronic Records Compliance,Monthly,224,6,Due Soon,1,0,100.0,PMDA,High,0,Quality,Data Governance
21 CFR Part 11 - Electronic Records Compliance,Continuous,310,0,Due Soon,3,0,100.0,Multiple,High,0,Quality,Data Governance
21 CFR Part 11 - Electronic Records Compliance,Quarterly,209,0,Due Soon,3,0,100.0,EMA,High,0,Manufacturing,Process Automation
21 CFR Part 11 - Electronic Records Compliance,Semi-Annual,137,70,Compliant,7,2,88.7,Multiple,Low,5,Process,Data Governance
21 CFR Part 11 - Electronic Records Compliance,Annual,116,113,Compliant,14,0,100.0,FDA,Low,0,Data Integrity,System Upgrade
21 CFR Part 11 - Electronic Records Compliance,Annual,148,313,Compliant,4,0,100.0,Multiple,Low,0,Process,Process Automation
21 CFR Part 11 - Electronic Records Compliance,Continuous,278,5,Due Soon,1,0,100.0,Multiple,High,0,All,None
21 CFR Part 11 - Electronic Records Compliance,Annual,175,175,Compliant,2,0,100.0,PMDA,Low,0,Data Integrity,Process Automation
21 CFR Part 11 - Electronic Records Compliance,Semi-Annual,256,118,Compliant,2,0,100.0,EMA,Low,0,Process,System Upgrade
21 CFR Part 11 - Electronic Records Compliance,Monthly,207,8,Due Soon,3,1,87.1,FDA,High,13,Process,eBR Implementation
21 CFR Part 11 - Electronic Records Compliance,Monthly,177,17,Due Soon,4,0,100.0,FDA,High,0,Quality,None
21 CFR Part 11 - Electronic Records Compliance,Quarterly,150,38,Scheduled,0,0,100.0,PMDA,Medium,0,All,Process Automation
21 CFR Part 11 - Electronic Records Compliance,Annual,320,79,Compliant,7,1,94.4,EMA,Low,13,Process,Data Governance
21 CFR Part 11 - Electronic Records Compliance,Continuous,213,6,Due Soon,6,3,80.3,FDA,High,7,Data Integrity,None
21 CFR Part 11 - Electronic Records Compliance,Monthly,193,7,Due Soon,2,2,61.9,EMA,High,16,All,None
21 CFR Part 11 - Electronic Records Compliance,Annual,203,49,Scheduled,3,1,87.1,EMA,Medium,9,Quality,eBR Implementation
21 CFR Part 11 - Electronic Records Compliance,Continuous,92,4,Due Soon,1,2,27.3,EMA,High,9,All,None
21 CFR Part 11 - Electronic Records Compliance,Monthly,112,11,Due Soon,0,0,100.0,Multiple,High,0,Process,Data Governance
21 CFR Part 11 - Electronic Records Compliance,Quarterly,323,46,Scheduled,5,1,92.2,FDA,Medium,5,Data Integrity,None
21 CFR Part 11 - Electronic Records Compliance,Continuous,116,6,Due Soon,0,1,-300.0,Multiple,High,2,All,Process Automation
21 CFR Part 11 - Electronic Records Compliance,Quarterly,81,57,Scheduled,1,1,63.6,EMA,Medium,8,All,Data Governance
21 CFR Part 11 - Electronic Records Compliance,Annual,172,272,Compliant,7,0,100.0,Multiple,Low,0,Quality,eBR Implementation
21 CFR Part 11 - Electronic Records Compliance,Monthly,335,18,Due Soon,0,0,100.0,Multiple,High,0,All,Process Automation
